Jewish Autonomous Oblast,"Smidovich","River Bijan Mermaid","A local variation of rusalka living by the Bijan River. She’s rumored to sing in Yiddish on Friday evenings, a nod to the region’s Jewish heritage—yet disappears if watchers approach."
Jewish Autonomous Oblast,"Leninskoye","Phantom Train from Manchuria","Traders once crossed the border with China via rail. Station masters report a ghostly locomotive pulling into disused platforms, whistling as though carrying vanished merchants."
Jewish Autonomous Oblast,"Obluchye","Nanai Water Tiger Spirit","Local Nanai lore references a tiger spirit dwelling in mountain streams. Hikers hearing strange growls at stream crossings swiftly retreat, fearing the powerful guardian."
Jewish Autonomous Oblast,"Kuldur","Healing Hot Springs Spirits","Famous mineral springs believed to house gentle bathhouse spirits (banniks). Visitors at night sense a warm, comforting presence stirring the steam, as if old souls welcome weary travelers."
Jewish Autonomous Oblast,"Raychikhinsk Border","Outpost of Vanished Guards","Abandoned Soviet border posts line remote areas. Patrols see uniformed guards in older-style gear, patrolling fence lines long dismantled, dissolving at sunrise."
Jewish Autonomous Oblast,"Amurzet","Night Market Lights","A ghostly market of old Sino-Russian traders appears on the outskirts. Locals mention fleeting lamplight, faint haggling in multiple languages, and then empty fields when they investigate."
Jewish Autonomous Oblast,"Bijan Station","Traveling Synagogue Mystery","Legends of a mobile synagogue built on train cars once traveling between far-flung Jewish communities. Station employees occasionally catch glimpses of ornate train windows, hearing soft cantorial songs."
Jewish Autonomous Oblast,"Pashkovo","Candlelit Shtetl Ruin","A small settlement destroyed by flood, rumored to reappear in full moon reflections on the river. Boaters spot candlelit windows flickering on submerged foundations."
Jewish Autonomous Oblast,"Volochayevka","Battlefield Phantom Bugler","Scene of a Civil War clash in the early 1920s. Late-night visitors to the memorial hear a lone bugle playing a mournful tune, fading with the wind."

Chukotka Autonomous Okrug,"Anadyr","The White Reindeer Protector","Chukchi legend speaks of a white reindeer guiding lost herders during polar storms. Those rescued claim to see it sprint away, leaving no hoofprints in freshly fallen snow."
Chukotka Autonomous Okrug,"Pevek","Ghosts of the Gold Mines","Abandoned mine shafts from Soviet gulags ring with metallic echoes. A dim lantern glow is sometimes reported in sealed tunnels, attributed to lost prisoners forced to mine gold in eternal darkness."
Chukotka Autonomous Okrug,"Provideniya","Arctic Ship of the Horizon","Travelers in the Bering Sea occasionally spy a ghostly vessel near ice floes, believed to be a lost whaler from centuries past. It appears solid at a distance, then dissolves upon approach."
Chukotka Autonomous Okrug,"Egvekinot","Walrus Spirit of Kresta Bay","A giant tusked walrus said to watch over breeding grounds. Fishermen who disturb rookeries report hearing deep bellows in the fog, as though the creature warns them away."
Chukotka Autonomous Okrug,"Lorino","Aurora Whale Dancers","When auroras swirl overhead, some villagers see silhouettes of whales breaching in the colored sky. Elders interpret these apparitions as spirits uniting sea and sky in cosmic harmony."
Chukotka Autonomous Okrug,"Uelen","Shamanic Bone Carvings at Night","Renowned for carved walrus ivory. Workshops occasionally resonate with tapping after midnight, though carvers have locked up—locals claim it’s ancestral shamans perfecting designs."
Chukotka Autonomous Okrug,"Chersky Bay","Floating Drum on the Ice","A driftwood drum used by coastal shamans sometimes appears near ice floes. Seal hunters who spot it hear distant drumming, then a crack in the ice warns them to retreat."
Chukotka Autonomous Okrug,"Beringovsky","Sunken Mammoth Wraith","Layers of permafrost hold mammoth remains. Miners talk of a large, shadowy mammoth roaming collapsed tunnels, lamenting extinction under the relentless pick."
Chukotka Autonomous Okrug,"Markovo","River Anadyr Lights","Glowing streaks occasionally race across the river at high speeds. Scientists blame polar refractions, but villagers prefer myths of a swift river spirit coursing through the currents."
Chukotka Autonomous Okrug,"Kolyuchin Bay","Polar Bear Man","A shape-shifter walking upright in a white bear pelt. Nomads who encounter him experience inexplicable calm—he silently guides them to safe campsites, then disappears into snowy drifts."

Kamchatka Krai,"Petropavlovsk-Kamchatsky","Avacha Bay Leviathan","Fishermen speak of a massive sea creature that surfaces in Avacha Bay. Occasional boat damage is blamed on its unseen bulk stirring under the waves at dusk."
Kamchatka Krai,"Klyuchi","Klyuchevskaya Sopka Thunder","The tallest active volcano in Eurasia, rumored to roar with a voice of an ancient fire god. Climbers describe hearing chanting on the mountain slopes, as if primeval spirits gather for volcanic rites."
Kamchatka Krai,"Esso","Reindeer Shaman of the Bystrinsky District","A traveling shaman said to communicate with reindeer herds telepathically. Hunters who cross him lose their sense of direction, wandering until they humbly apologize to the forest."
Kamchatka Krai,"Milkovo","Night Lights of the Kamchatka River","Strange orbs occasionally drift over the water. Locals suspect these are the souls of drowned explorers or maybe volcanic gases igniting; nobody can catch one to be sure."
Kamchatka Krai,"Paratunka Hot Springs","Steam Spirit Apparition","A ghostly figure emerges from geothermal steam, inviting travelers for a warm soak. Those who follow it alone sometimes claim the spirit vanishes, leaving only swirling mist and an unearthly hush."
Kamchatka Krai,"Bolsherepetsk","Valley of Geysers Guardian","In this famed geyser field, local Itelmen folklore warns of a spirit punishing those who litter or stray off paths. Tourists gone missing are sometimes found miles away, dazed and unharmed but babbling of hot winds and scolding whispers."
Kamchatka Krai,"Ust-Kamchatsk","Frozen Mammoth on the Tundra","A tale of a woolly mammoth encased in ice, said to reawaken if unthawed. Pilots flying overhead occasionally report seeing a hulking shape in glaciers that shifts from year to year."
Kamchatka Krai,"Cape Lopatka","Lighthouse Keeper’s Phantom","This southernmost point’s old lighthouse is said to be tended by a long-dead keeper. Fishing boats see its beam sweeping during storms, even if no staff are on duty."
Kamchatka Krai,"Ozernovsky","Spirits of Kuril Lake","Famous for large salmon runs, bears gather en masse. Photographers sometimes detect translucent silhouettes prowling among real bears at dawn, as though ancient clan guardians share the catch."
Kamchatka Krai,"Palana","Thunderbird of the Koryak Highlands","Koryak legends mention a giant bird controlling storms. When thunderclouds gather over the highlands, some see a vast winged form outlined in lightning before it merges with swirling clouds."
Region,Location,Story Name,Two-Sentence Summary
Republic of Altai,"Gorno-Altaysk","White Falcon Over the Katun","A mighty white falcon is said to guard the Katun River, protecting honest travelers. Rafters who see its soaring form at dawn believe they’ll have safe passage on the rapids."
Republic of Altai,"Chemal","Chemal Sacrifice Stone","A rock jutting from the river is linked to ancient sacrifices. Locals speak of hearing drums echo at dusk, as if old rituals continue in the swirling waters below."
Republic of Altai,"Ulagan District","Mars-like Kyzyl-Chin Valley Spirits","The red-hued mountains are rumored to be inhabited by shape-shifting spirits. Herders who camp here report odd footprints circling tents at night and low murmurs in unknown tongues."
Republic of Altai,"Teletskoye Lake","Golden Woman of Altyn-Kel","Teletskoye (Altyn-Kel, or ‘Golden Lake’) has legends of a radiant woman emerging at sunrise. Fishermen see her silhouette gliding across still waters, dissolving as the sun climbs."
Republic of Altai,"Onguday","Sacred Peaks of Uch-Enmek","Believed to be a holy mountain for indigenous Altaians. Visitors describe a powerful sense of calm and occasional sightings of robed figures silently ascending hidden trails."
Republic of Altai,"Kosh-Agach","Stone Warriors of Tarkhata","Megalithic stone steles rumored to be ancient warriors petrified by a shaman. On certain nights, locals see faint glows tracing the carved runes, like a residual magic still at work."
Republic of Altai,"Karakol Valley","Guardian Ancestors’ Petroglyphs","A treasure trove of petroglyphs revered by Altai shamans. Some claim the carvings emit a soft, pulsing light near solstices, thought to be ancestral spirits communicating."
Republic of Altai,"Ust-Koksa","Belukha Mountain Snow Maidens","Mount Belukha is said to host ethereal maidens dancing on glaciers. Alpinists who venture too close hear melodic voices carried by the wind, warning them of avalanches."
Republic of Altai,"Aktash","Ghost Riders of the Chuysky Trakt","A historic route through rugged mountains. Night drivers report spectral horsemen galloping alongside modern vehicles, then fading into moonlit cliffs."
Republic of Altai,"Katon-Karagai Border Area","Mighty Maral Deer Spirit","Near the Kazakh border, a colossal red deer with luminous antlers appears at twilight. Hunters who glimpse it often abandon their rifles, struck by awe and a sudden, unexplainable remorse."

Republic of Khakassia,"Abakan","Chyl Chaas (Wind Horse)","A legendary horse manifesting during fierce steppe winds. Residents see a swirling dust column gallop across open plains, occasionally revealing the faint outline of a stallion."
Republic of Khakassia,"Sayan Mountains","Sacred Mountain Khansk","Khakass shamans view these peaks as a bridge to the spirit world. Travelers hear distant drumming echo off crags at dawn, believed to be ancient prayers reverberating in stone."
Republic of Khakassia,"Lake Shira","Healing Waters Guardian","A local myth says a benevolent spirit blesses the mineral-rich lake. Night swimmers sense a comforting presence beneath the surface, said to cure ailments if approached respectfully."
Republic of Khakassia,"Sunduki (The ‘Chests’)","Enigmatic Cliff Forts","Rock formations shaped like giant chests, associated with archaeo-astronomical sites. Some nights, stargazers witness faint lights moving between these cliffs, as though cosmic rituals continue."
Republic of Khakassia,"Askiz","Stone Idols of the Steppe","Scattered menhirs depict ancient faces. Shepherds occasionally find small offerings—grains or coins—left by unknown visitors to appease the guardian spirits they represent."
Republic of Khakassia,"Tashtypsky District","Kuda Cave’s Whispers","A cavern rumored to hold tribal burial secrets. Explorers recount hearing whispered chants in pitch-black tunnels, as if warning them not to disturb sacred remains."
Republic of Khakassia,"Tashtyk Culture Mounds","Ghosts of the Painted Masks","Archaeological finds include eerie funerary masks. Some nights, faintly glowing mask-like visages hover above the burial mounds, disappearing if approached with flashlights."
Republic of Khakassia,"Minusinsk Depression","Phantom Traders’ Caravan","An old Silk Road branch passed here, leaving tales of a lost caravan. Locals describe glimpses of camel silhouettes at sunset, plodding through dusty trails then vanishing on the horizon."
Republic of Khakassia,"Ust-Abakan","Valley of the Ancestors’ Fire","A region dotted with old hearth sites. Hunters who camp here see phantom flames flicker across the plain, as if families of the past still gather for warmth."
Republic of Khakassia,"Sorsk","Mine Spirit of the Copper Hills","A spirit said to roam old copper mines, punishing reckless extraction. Workers report ghostly pickaxe clangs and glimpse a bearded figure in archaic clothing wandering closed shafts."

Khanty-Mansi Autonomous Okrug,"Khanty-Mansiysk","Shaman Tree on the Irtysh","A revered cedar where Khanty shamans once performed rites. Fishermen tie ribbons to its branches, believing it ensures abundant fish—some nights, the ribbons flutter with no wind."
Khanty-Mansi Autonomous Okrug,"Surgut","Ghost of the Oil Rig Pioneer","Boomtown expansion left many rig accidents. Roughnecks talk of a spectral figure in old gear who warns them of imminent blowouts before vanishing into swirling vapors."
Khanty-Mansi Autonomous Okrug,"Nefteyugansk","Ob River Water Maiden","Similar to rusalka lore, a maiden’s spirit is believed to dwell in the Ob. Sailors claim she appears on calm nights, humming a melancholic tune while drifting near anchored ships."
Khanty-Mansi Autonomous Okrug,"Nizhnevartovsk","Samotlor Lake Fire Fox","Lake Samotlor’s legendary fox with fur like flame is said to run across the water at twilight. Observers see a streak of orange light bounding over the lake’s surface, disappearing with the last rays of sun."
Khanty-Mansi Autonomous Okrug,"Kogalym","Singing Pines of Ugra","Dense pine stands ‘sing’ when strong winds pass, producing eerie harmonics. Locals attribute it to forest spirits lamenting the rapid industrial expansion in the region."
Khanty-Mansi Autonomous Okrug,"Langepas","Lumberjack’s Phantom Sawmill","An abandoned sawmill occasionally roars to life at midnight—locals hear sawblades and clanking chains, though the site has no electricity. Investigators find fresh sawdust without footprints."
Khanty-Mansi Autonomous Okrug,"Megion","Mammoth Tusks of Legend","A story claims colossal tusks lie hidden beneath permafrost near drilling sites. Oil workers who tried to dig them up reported equipment malfunctions and mysterious howling winds."
Khanty-Mansi Autonomous Okrug,"Yugorsk","Spirit of the Taiga Crossroads","Where old trading paths intersect deep in the forest, travelers sense an invisible guide. Some see footprints appear in the snow, leading them safely through labyrinthine trails."
Khanty-Mansi Autonomous Okrug,"Berezovo","Berezov Mushrooms at Midnight","A forest patch famed for giant mushrooms that glow faintly at night. Collectors approach them with caution—legends say if you pick them greedily, you become lost for days."
Khanty-Mansi Autonomous Okrug,"Oktyabrskoye","Leshy of the Marsh","A marsh-dwelling leshy in reindeer-hide garments reputedly guards migratory birds. Hunters crossing the bog hear splashes and see a tall silhouette raising a staff in warning."

Nizhny Novgorod Oblast,"Nizhny Novgorod City","Stairway of the Chkalov Steps Phantom","These iconic riverside steps reportedly host a phantom runner each dawn. Early joggers sense an unseen companion breathing heavily, matching their pace until they reach the top."
Nizhny Novgorod Oblast,"Arzamas","Diveyevo Monastery’s Blessed Groove","Orthodox tradition calls it the ‘Holy Ditch’ made by the Virgin Mary’s apparition. Pilgrims walking it at night sometimes hear soft chanting and see a motherly silhouette guiding them."
Nizhny Novgorod Oblast,"Pavlovo","Legend of the Master Blacksmith","A ghostly hammer rings out from closed forges, said to be a perfectionist blacksmith who can’t rest until his final blade is done. Locals claim to find newly wrought horseshoes left on anvils."
Nizhny Novgorod Oblast,"Gorodets","Volga Boatmen’s Echoes","A historic town with ties to burlak (boat-hauler) songs. Fishermen hear rhythmic chanting along the riverbank at dusk, though no barge tows pass in modern times."
Nizhny Novgorod Oblast,"Vyksa","Phantom Monastery on the Lake","Now submerged, an old monastery’s bell tower sometimes materializes in fog. Boaters approach an outline of walls and arches, only to watch them fade as soon as they draw near."
Nizhny Novgorod Oblast,"Kstovo","Vasiliy Island Wraith","An abandoned island settlement rumored to hold a witch’s curse. Night travelers see a lantern bobbing among decaying huts, but vanish when stepping ashore."
Nizhny Novgorod Oblast,"Shakhunya","Train Whistles of the Old Depots","An unused depot occasionally resonates with long, mournful whistles. Station guards find empty platforms but see faint locomotive lights drifting past in the night."
Nizhny Novgorod Oblast,"Semenov","Khokhloma Pattern Spirits","Renowned for the Khokhloma painting style, some artisans claim intricate floral designs appear overnight on blank wood. They blame house spirits who enjoy beautifying raw utensils."
Nizhny Novgorod Oblast,"Dzerzhinsk","Chemical Plant Poltergeist","An old factory once caused severe pollution. At midnight, steel doors bang and pipes rattle as though scolding humans for environmental harm—workers call it the ‘Toxic Ghost’."
Nizhny Novgorod Oblast,"Ardatov","Rusalka of the Willow Shore","A faint green glow shimmers among willow branches by the river. Locals tie ribbons to the bark so she won’t lure swimmers into hidden depths."

Novosibirsk Oblast,"Novosibirsk City","Ghost Train of the Metro","The largest Siberian city’s subway has tales of a silent last train carrying no passengers. Cleaners report hearing it whoosh through stations after hours, doors never opening."
Novosibirsk Oblast,"Ob Reservoir (‘Ob Sea’)","Submerged Village Bells","A village drowned to create this massive reservoir. Boaters on calm nights claim to hear church bells toll beneath the water, summoning echoes of the lost settlement."
Novosibirsk Oblast,"Koltsovo","Soviet Science Lab Phantoms","A high-tech research area rumored to hold remnants of secret experiments. Security cameras catch flickers of lab-coated figures at locked labs, vanishing if approached."
Novosibirsk Oblast,"Berdsk","River Berd White Lady","A pale figure stands on the riverbank, said to be a bride drowned in the 18th century. Fishermen see her beckoning gestures, but she disappears when they get too close."
Novosibirsk Oblast,"Karasuk","Steppe Mirage City","Travelers on scorching days glimpse a distant city skyline in the steppe. Locals say it’s an old caravan city cursed to appear as a mirage, unapproachable by any living soul."
Novosibirsk Oblast,"Cherepanovo","Phantom Logger’s Cabin","In the taiga, a deserted logging cabin still shows signs of recent firewood chopping and smoke from the chimney. Visitors who knock find no occupant, only warm ashes in the stove."
Novosibirsk Oblast,"Tatarsk","Kara-Suu Swamp Lights","Will-o’-the-wisps dance above bog waters at midnight. Elders call them unborn spirits seeking mothers—night wanderers mustn’t follow or risk sinking into the mire."
Novosibirsk Oblast,"Kupino","Wind of the Old Salt Lake","An ancient saline lake sometimes roars with a strange wind, swirling salt crystals into ghostly shapes. Nomads avoid crossing after dark, citing illusions of pale creatures formed in salt-laden gusts."
Novosibirsk Oblast,"Maslyanino","Flying Stones of Maslyanino Rapids","River rapids where small stones occasionally skip upstream, puzzling onlookers. Shamans claim water spirits flick the stones to scare off intruders on sacred fishing grounds."
Novosibirsk Oblast,"Ordynskoye","Ordynskaya Cave Siren","One of the world’s longest underwater gypsum caves, rumored to harbor a siren who sings through flooded caverns. Divers report haunting echoes, as though someone calls their name under deep water."

Orenburg Oblast,"Orenburg City","Silk Caravan on the Ural","A phantom caravan crossing the Ural River at dusk, referencing Orenburg’s history as a trade hub. Residents sometimes see loaded camels and exotic goods glimmer in the twilight, dissolving once approached."
Orenburg Oblast,"Orsk","Sacred Red Stone Mound","A crimson rock formation near Orsk believed to hold warrior spirits from ancient times. Late explorers find footprints in the dust leading nowhere—locals blame the ghostly guardians."
Orenburg Oblast,"Buzuluk","Buzuluk Pine Forest Leshy","A vast pine forest grown on steppe soil, said to host a shape-shifting leshy. Picnickers who ignore posted rules find themselves disoriented in winding trails, hearing rattling branches as if pursued."
Orenburg Oblast,"Sol-Iletsk","Salt Lake Ghouls","Famed for therapeutic salt lakes, some nights yield moaning sounds from the water. Bathers suspect these are souls of those who drowned seeking miraculous cures."
Orenburg Oblast,"Gay","Phantom Miner of the Copper Shafts","A miner lost in a collapse is rumored to still roam subterranean tunnels. Workers see faint lamp glows near dead-end passages, but vanish upon close inspection."
Orenburg Oblast,"Buguruslan","Steppe Tempest Wolf","Storms on these plains sometimes reveal a giant black wolf shape in swirling clouds. Shepherds say it howls into the gale, warning flocks to huddle or be swept away."
Orenburg Oblast,"Abdulino","Haunted Railway Crossing","A crossing where accidents abound is rumored to be cursed. Train engineers spot a child’s figure standing on tracks at night, then no trace remains after they brake."
Orenburg Oblast,"Kuvandyk","Cossack’s Hidden Gold","Legends of a lost Cossack treasure hidden in local caves. Adventurers who pry too deep report hearing saber clashes and galloping hooves echoing in the dark."
Orenburg Oblast,"Svetly","Candles of the Old Chapel","A demolished chapel’s candlelit windows appear at midnight. Residents see flickers through the rubble, but investigating yields only cold stones and silent darkness."
Orenburg Oblast,"Tashla","White Hare of the Spring","A healing spring revered by local believers. Some nights, a snow-white hare sits near the spring, unafraid of humans, then bounds away—leading to rumors it’s a spirit guide."

Republic of Tyva (Tuva),"Kyzyl","Center of Asia Stone Spirits","Kyzyl is marked as ‘Center of Asia.’ Carvings around the monument reportedly come alive at dusk—visitors sense subtle vibrations, as if ancient voices chant in Tuvan throat singing."
Republic of Tyva (Tuva),"Lake Todzha","Dragon of the Taiga Waters","A serpentine creature rumored to inhabit the lake’s depths. Hunters see ripples break the surface at dawn, followed by a roar echoing across mist-shrouded pines."
Republic of Tyva (Tuva),"Valley of the Kings (Scythian Burial)","Golden Stag Phantoms","Scythian barrows discovered here yielded gold artifacts. At night, passersby see luminous stag shapes prancing in the grass, believed to be reanimated from the treasure’s motifs."
Republic of Tyva (Tuva),"Aldyn-Bulak","Shaman Tree by the Yenisey Source","A revered larch festooned with ribbons from countless rituals. Late travelers hear drumming pulses on the breeze, though the clearing lies empty of any living shaman."
Republic of Tyva (Tuva),"Erzin","Throat-Singing Wind","This arid district features unique acoustics; strong gusts produce a harmonic hum akin to throat singing. Nomads say it’s the land itself chanting with the souls of ancestors."
Republic of Tyva (Tuva),"Mugur-Aksy","Camel Wraith of the Steppe","A ghostly camel caravan crosses remote valleys during sandstorms. Some herders see vague silhouettes of camels forging onward, ignoring fierce winds, then evaporating into swirling dust."
Republic of Tyva (Tuva),"Chaa-Khol","Guardian Eagle on the Cliff","High cliffs house an eagle’s nest believed to be sacred. Climbers who disturb it risk cursed misfortune, while those showing respect receive good omens, like a feather drifting into their hands."
Republic of Tyva (Tuva),"Saryg-Sepp","Lama’s Cave of Reflection","A Buddhist monk’s meditation cave revered for visions. Pilgrims sense a presence guiding their thoughts, and some emerge with cryptic insights or prophesies they can’t fully recall."
Republic of Tyva (Tuva),"Kaa-Khem River","Water Spirit’s Lament","A mermaid-like entity wails on the rocky banks at twilight. Fishing parties encountering her bizarre melody sometimes become disoriented and lose track of time."
Republic of Tyva (Tuva),"Tere-Khol","Island Monastery Phantom","A small monastery lies on an islet in the lake. Canoeists see a robed monk row a rickety boat between shore and island, but no one greets them upon arrival—the island stands deserted."

Udmurt Republic,"Izhevsk","Factory of Guns and Ghosts","A famed arms plant from the 19th century. Workers hear forging hammers at night, though the workshop’s locked and silent—some say it’s Mikhail Kalashnikov’s spirit perfecting designs."
Udmurt Republic,"Votkinsk","Tchaikovsky’s Phantom Piano","Composer Pyotr Tchaikovsky was born here. Night guards in his childhood home report faint piano arpeggios drifting through rooms, as if he still practices unseen."
Udmurt Republic,"Glazov","Cheptsa River Will-o’-the-Wisps","Lights float above the marshy banks, rumored to be spirits of unbaptized children. Locals leave small lanterns near the water to calm their crying, ensuring safe passage."
Udmurt Republic,"Sarapul","Traktir (Tavern) Ghost Minstrel","An old tavern by the Kama River hosts a singing phantom. Patrons at closing time hear a balalaika chord and a mournful voice reciting lost ballads, fading if approached."
Udmurt Republic,"Kez","Forest Witch of Northern Udmurtia","A crone reputed to dwell in pine thickets, punishing those who overharvest mushrooms. Gatherers sense a chilling gaze; if they ignore it, their baskets spoil or vanish."
Udmurt Republic,"Yakshur-Bodya","Salt Springs Guardian","Natural brine wells once attracted trade caravans. Elders speak of a spirit that ensures the wells never dry; visitors who steal salt find their packs strangely emptied by morning."
Udmurt Republic,"Deby","Stone Idol of Pagan Past","A man-shaped monolith hidden in dense forest, said to be a relic of pre-Christian worship. Hikers who stumble upon it hear droning hums, as though the stone resonates with hidden energy."
Udmurt Republic,"Balezino","Midnight Train to Perm","Tied to old railway expansions, a phantom locomotive passes at midnight with no scheduled arrival. Station staff occasionally see headlights on the horizon but no train ever arrives."
Udmurt Republic,"Uva","Udmurt Band’s Echo","Folk music tradition is strong here. In certain valleys, villagers hear echoes of flutes and drums on still nights, rumored to be ancestors perpetually celebrating harvest."
Udmurt Republic,"Kambarka","Captured Steel Spirit","A local foundry meltdown allegedly released a fiery entity. Night-shift employees glimpse a flicker of orange flame darting through walkways, rattling iron chains as if furious at captivity."
Region,Location,Story Name,Two-Sentence Summary
Vologda Oblast,"Vologda City","Lace Weaver's Ghost","Renowned for its lace-making tradition, Vologda is said to host a phantom weaver who appears at midnight in old workshops. Locals claim newly woven lace pieces appear on looms by dawn, though no one sees her face."
Vologda Oblast,"Kirillov (Kirillo-Belozersky Monastery)","Walled-In Monk","A monk who broke his vows was allegedly sealed in the monastery walls. Night watchmen hear muffled prayers and see faint silhouettes gliding behind thick stone corridors."
Vologda Oblast,"Belozersk","Lake Beloye Siren","A spectral maiden haunts the shores of Lake Beloye, singing ballads about a submerged kingdom. Fishermen who hear her often find their nets mysteriously filled the next morning."
Vologda Oblast,"Veliky Ustyug","Father Frost’s Homeland","A festive legend calls this the home of Ded Moroz (Father Frost). Children whisper that shimmering lights in nearby pine forests are his helpers, forging magical gifts."
Vologda Oblast,"Totma","Salmon Whisperer of the Sukhona","A local fisherman reputedly could summon salmon by singing. To this day, residents report hearing melodic humming over the river at dusk, followed by sudden splashes of fish."
Vologda Oblast,"Gryazovets","Black Dog of the Old Road","A huge black dog with glowing eyes is said to prowl deserted roads near midnight. Travelers who treat it kindly find safe passage; those who shoo it away risk their carts breaking down."
Vologda Oblast,"Kadnikov","Bell Ringer of the Abandoned Church","A half-ruined church still rings at odd hours, as if an invisible sexton pulls the ropes. Townsfolk hurrying past hear solemn tolls echoing across snowy fields."
Vologda Oblast,"Ustye Kubenskoe","Village of the Lost Lanterns","Wandering lantern lights are seen drifting among abandoned homesteads. Explorers who follow them report disorientation and fleeting glimpses of old-fashioned villagers beckoning silently."
Vologda Oblast,"Nikolsk","Crystal Carver’s Poltergeist","Known for fine crystal production, one workshop is said to house a mischievous spirit that chips intricate patterns onto glass overnight. Staff arrive to find fresh motifs no artisan can replicate."
Vologda Oblast,"Kharovsk","Snow Maiden in the Fir Grove","A fairytale-like Snow Maiden supposedly appears among dense fir trees after heavy snowfall. Children glimpse a radiant white figure dancing around snow-laden branches, leaving delicate footprints that vanish by morning."

Yaroslavl Oblast,"Yaroslavl City","Volga River Pilgrim","A robed figure carrying an icon is said to walk along the Volga embankment at dawn. Boat captains who salute him claim safe journeys, though he fades if approached too closely."
Yaroslavl Oblast,"Rostov Veliky","Phantom Bells of the Kremlin","The bell towers of Rostov Kremlin sometimes toll softly at midnight when locked. Guards see apparitions of monks chanting in the courtyard, then dissolving into starlight."
Yaroslavl Oblast,"Pereslavl-Zalessky","Lake Pleshcheyevo Blue Stone","A legendary boulder on the lakeshore is said to move on its own. Locals notice it migrates closer to the water yearly, rumored to be pulled by ancient pagan spirits."
Yaroslavl Oblast,"Uglich","Prince Dimitry’s Wailing","Site of the tragic death of young Tsarevich Dimitry. Some nights, visitors hear a child’s cry near the church built on the spot, followed by hushes of wind that seem oddly comforting."
Yaroslavl Oblast,"Rybinsk","Phantom of the Volga’s Sea","The vast Rybinsk Reservoir is sometimes called the ‘Rybinsk Sea.’ Boaters talk of a drowned village whose church spire emerges in the fog, accompanied by ghostly chanting."
Yaroslavl Oblast,"Tutayev (Romanov-Borisoglebsk)","Twin Bank Miracle Lights","Two hills face each other across the Volga, each with an old church. Locals speak of mysterious lights signaling from one bank to the other on Orthodox feast nights."
Yaroslavl Oblast,"Danilov","Ivan Susanin’s Forest Maze","Patriotic hero Ivan Susanin is said to have misled Polish invaders here. Hikers who stray from marked paths hear distant footsteps leading them deeper, as if Susanin’s spirit perpetually confounds unwelcome trespassers."
Yaroslavl Oblast,"Gavrilov-Yam","Midnight Textile Loom","Famous for weaving, an abandoned mill echoes with the clack of looms under the moon. Intruders see phantom hands shifting shuttles, weaving cloth with unknown patterns."
Yaroslavl Oblast,"Poshekhonye","Swamp Leshy at the Sogozha River","A solitary leshy rumored to protect marsh birds. Fishermen spotting it at dawn describe a moss-covered silhouette brandishing a staff, driving them back if they approach nesting grounds."
Yaroslavl Oblast,"Lyubim","Witch of the Pine Barrens","A crone who allegedly brews potions in hollow tree trunks. Gathering herbs at twilight, villagers sometimes spot her hunched figure collecting wild mushrooms with a glowing lantern."

Republic of Bashkortostan,"Ufa","Golden Bee of Bashkir Honey","Bashkir honey is legendary; some believe a giant bee spirit blesses the region’s hives. Beekeepers who treat bees gently see a glowing golden insect hovering over blossoms at dawn."
Republic of Bashkortostan,"Sterlitamak","Shihany Mountain Guardians","Four peculiar hills (shihany) stand like sentinels. Climbers sense intangible presences at summits—local myth says ancient spirits watch over them, stirring strong winds to repel intruders."
Republic of Bashkortostan,"Beloretsk","Mistress of the Belaya River","A water maiden with silver hair who emerges on misty mornings. Rafters recall her humming lullabies, guiding them safely through rapids if they show respect to the river."
Republic of Bashkortostan,"Neftekamsk","Phantom Oil Worker","A spectral figure in vintage gear roams old rigs at night. Guards find footprints in muddy sites, leading to locked gates or empty catwalks with no living soul around."
Republic of Bashkortostan,"Oktyabrsky","Karagai Forest Leshy","Bashkort or Tatar legends mention a forest spirit that protects pine groves. Hunters who shoot more game than needed feel a chilling gaze and hear branches snapping around them."
Republic of Bashkortostan,"Ishimbay","Singing Springs of Toratau","One of the famed Shihan hills, Toratau, has a hidden spring producing flute-like echoes. Geologists blame wind in fissures, but locals attribute it to the hill’s genie communicating with passersby."
Republic of Bashkortostan,"Tuimazy","Steppe Wolves’ Pact","Wolves in these open plains supposedly made a pact with local shepherds to share resources. On winter nights, howls echo in perfect harmony around corrals, said to confirm the ancient truce."
Republic of Bashkortostan,"Birsk","Moonlit Jester on the Fort Ramparts","A 17th-century fortress once housed a jester who went mad. At full moon, watchers spy a cap-and-bells silhouette dancing along the old walls, tumbling in eerie silence."
Republic of Bashkortostan,"Davlekanovo","Hidden Treasure of the Khan","Legends claim a Tatar khan’s gold is buried in nearby hills. Treasure hunters hear clashing sabers and galloping hooves, as if ghostly guards still defend the loot."
Republic of Bashkortostan,"Belebey","Clay Doll Poltergeist","Known for pottery crafts, one workshop had a clay doll that moved on its own. Villagers say it shuffled around at night, leaving tiny footprints in clay dust."

Republic of Tatarstan,"Kazan","Zilant the City’s Dragon","Tatarstan’s capital symbol is a winged serpent said to guard Kazan’s Kremlin. Night watchmen around the Spasskaya Tower claim to see a scaly tail vanish into shadows when suspicious figures approach."
Republic of Tatarstan,"Bolgar","Ruins of Volga Bulgaria","A medieval city on the Volga, rumored to host phantom outlines of minarets. Sunset visitors sometimes see robed figures praying among partially reconstructed walls, then dissolving in the twilight."
