West Virginia,"Morgantown","West Virginia University’s Woodburn Circle Ghost","Students say a spectral figure roams the bell tower at odd hours. Mysterious lights in the upper windows have sparked campus lore about a professor who refused to leave."
West Virginia,"Wheeling","Tunnel Green","An old railway tunnel allegedly haunted by a murdered girl and phantom train noises. Explorers claim to see spectral lights and hear shrieks bouncing off the damp walls."
West Virginia,"Berkeley Springs","Berkeley Castle Apparition","A faux-castle built in the late 1800s near natural mineral springs. Visitors sense a wistful spirit gazing from the battlements, possibly yearning for an unrealized fairy-tale past."
West Virginia,"Fayetteville","Hawk’s Nest State Park Haunt","Site of a deadly tunnel project in the 1930s, where hundreds of workers died of silicosis. Some campers hear coughing and pickaxes echoing through the gorge at twilight."

Wisconsin,"Milwaukee","The Pfister Hotel","Famed for spooking visiting MLB teams, with reports of flickering TVs and rattling doorknobs. Players claim to see apparitions in hallways and hear disembodied voices at night."
Wisconsin,"Rhinelander","The Hodag","A mythical beast described as a horned, scaly creature lurking in Northwoods forests. Although created partly as a local prank, sightings and legends persist among campfire tales."
Wisconsin,"Lake Geneva","Baker House Hauntings","A 19th-century mansion turned boutique hotel where a lady in Victorian garb greets visitors by the stairwell. Staff find rocking chairs moving on their own and hear faint laughter in empty rooms."
Wisconsin,"Madison","Orpheum Theater Phantom","Opened in 1927, it’s said an ethereal usher wanders the aisles. Late-night workers report distant applause and faint organ music with no source."
Wisconsin,"Wisconsin Dells","Witches’ Gulch","A winding slot canyon with swirling mists and strange echoes. Guides mention seeing silhouettes on the walkway that disappear around the narrow bends."
Wisconsin,"Plainfield","Ridgeway ‘Ghost’","Folklore of a shapeshifting spirit known for pranking travelers between Dodgeville and Mineral Point. Many dismiss it as legend, yet stories of an ominous figure still circulate."
Wisconsin,"Green Lake","Dartford Cemetery Haunts","Reputed as one of Wisconsin’s most haunted burial grounds, featuring a rumored cursed mausoleum. Night visitors speak of orbs, whispering voices, and invisible hands tugging at clothing."
Wisconsin,"Appleton","Hearthstone Historic House Museum","First residence lit by hydroelectric power, said to have a Victorian-era spirit who rearranges decor. Staff discover drapes pulled and chairs moved, as if an unseen hostess is tidying up."
Wisconsin,"Milwaukee","Brumder Mansion B&B","Built in 1910, this stately home allegedly hosts a spectral woman on the top floor. Guests wake to soft lullabies or find antique doors swung wide open overnight."
Wisconsin,"Baraboo","Circus World Museum Apparitions","Once the home of Ringling Bros. Circus, rumored to echo with phantom elephants and clownish laughter. Workers sometimes glimpse costumed performers in the old barns, disappearing upon second glance."

Wyoming,"Yellowstone National Park","The Headless Bride of Old Faithful Inn","A bride supposedly murdered on her honeymoon roams the inn’s upper floors with her severed head. Guests report late-night footsteps, a sweeping bridal gown, and blood-chilling sobs in the corridors."
Wyoming,"Cheyenne","The Plains Hotel Ghosts","A 1911 hotel where a newlywed wife allegedly caught her husband with another woman, then committed a murder-suicide. The trio of restless spirits is said to appear in hall mirrors and corridors."
Wyoming,"Cody","Irma Hotel Phantom","Buffalo Bill Cody’s historic hotel, rumored to have a cowboy spirit who occasionally tips his hat to patrons. Staff report chairs rocking on their own and the bar’s piano playing a single chord unprompted."
Wyoming,"Laramie","Wyoming Territorial Prison Apparitions","Held outlaws like Butch Cassidy; visitors claim to see the specter of a guard still making rounds. Strange clangs echo through cellblocks, and cold spots dog the old corridors."
Wyoming,"Devils Tower","Bear Lodge Legends","Native tribes hold the monolith sacred, with tales of giant bears clawing its sides. Hikers sense a powerful energy near the tower, and some report distant drumming at dusk."
Wyoming,"Casper","Fort Caspar Ghost Soldiers","A reconstructed army post from the 1860s, with phantoms in cavalry uniforms spotted after closing. Staff have heard hooves on the empty parade ground and faint bugle calls in the wind."
Wyoming,"Sheridan","The Historic Sheridan Inn","Opened by Buffalo Bill in 1893, it’s said the spirit of a former caretaker named Miss Kate roams the halls. Guests find locked doors mysteriously unlocked and catch whiffs of old-fashioned perfume."
Wyoming,"Rock Springs","Wailing Tunnels of the Old Coal Mines","Early miners faced dangerous conditions and violent conflict. Locals say moans echo through sealed-off shafts, and flickers of lantern light appear in total darkness."
Wyoming,"Medicine Bow","The Virginian Hotel Haunt","Inspired by Owen Wister’s Western novel, the hotel allegedly hosts a cowboy ghost. Bartenders sometimes notice an empty rocking chair swaying by the saloon’s fireplace."
Wyoming,"Thermopolis","Hot Springs State Park Legends","Thermal pools sacred to the Shoshone and Arapaho tribes, with stories of healing and protective spirits. Some nighttime visitors see odd glows rising from the mineral-rich waters."
